Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-02-18T06:38:26.422 ,1,0.006619011548198738,-1.002682361701711,FoVF,-0.6476373159027661,0.7135377529886905,2459263.779423648
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-02-18T10:52:06.410 ,6,-0.004204984638619403,-0.9953198356072264,FoVP,-0.6505565574565615,0.7103984244079319,2459263.9555882644
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-03-30T10:27:30.837 ,4,-0.0018513120358456437,-1.6427539554221322,FoVP,0.5219741569997681,0.7200528006354073,2459303.939651675
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-03-30T12:14:05.051 ,4,0.0011982437928229376,-1.6383142708009935,FoVF,0.5197598467817626,0.7215582863517169,2459304.013659778
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-04-24T12:19:59.665 ,1,0.006313218808378195,0.0986884355980921,FoVF,-0.5196460922778711,0.719825111206956,2459329.0178337656
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-04-24T16:33:39.583 ,4,-7.015807148103228E-4,0.1092036597790017,FoVP,-0.5248418057355427,0.71624215872849,2459329.1939888387
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-04-24T18:20:13.825 ,7,-0.0036749886181739705,0.11360324704974419,FoVF,-0.5270127824547838,0.7147355150865609,2459329.267995687
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-06-05T22:10:34.991 ,5,-0.0026828396179251783,-0.49228268675599696,FoVP,0.6398847052815647,0.7274101757962205,2459371.426953306
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-06-05T23:57:09.207 ,4,0.001521693535730677,-0.48919237572712543,FoVF,0.638608968762294,0.7287435279283427,2459371.5009576343
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-07-07T23:41:18.521 ,1,0.005845020633702292,1.5059711318338442,FoVF,-0.720993683226935,0.7166584883776117,2459403.48853384
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-07-08T03:54:58.540 ,7,-0.0059027502024623915,1.509850968323382,FoVP,-0.7219921760400901,0.7157850500904004,2459403.6646828623
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-08-05T03:42:35.101 ,7,-0.006885836632929024,0.36221881555951974,FoVP,0.6974056717303803,0.7204884044317146,2459431.654710214
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-08-05T05:29:09.311 ,6,-0.001665138194337181,0.3621969843037239,FoVF,0.6981300146123308,0.7196189418424125,2459431.7287137867
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-09-13T20:42:50.285 ,5,-0.002229652153275482,2.4520975146215154,FoVP,-0.5691120977189376,0.7153728449063648,2459471.3616929147
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-09-30T14:46:02.588 ,7,-0.006024996227142984,1.456906095605788,FoVP,0.5238301453744658,0.7079466035755969,2459488.11357678
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-09-30T16:32:36.763 ,5,-0.0014013698528702217,1.4541983781222427,FoVF,0.5266829107249028,0.7056808802480796,2459488.1875824225
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-11-11T03:10:28.445 ,4,0.0012118686698194248,-2.7234183493783113,FoVF,-0.5346703391245207,0.7102860397065779,2459529.630710288
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-11-28T13:25:38.620 ,3,2.913941816394101E-4,2.522489496539093,FoVP,0.6055525773877944,0.7007845896956862,2459547.0584040745
